serial_no,race,education,income,gender,age
0002412,37,07,000000,2,18
0002412,37,07,000000,1,17
0002412,37,06,000000,2,15
0002421,37,13,047000,2,51
0002446,47,13,043000,2,25
0002446,47,13,042000,1,28
0002473,47,13,105000,1,37
0002473,47,09,012000,2,35
0002473,47,04,000000,1,15
0002502,47,09,025000,1,45
0002502,47,09,035000,1,48
0002518,47,09,020000,1,31
0002530,47,09,016600,1,22
0002547,47,05,050000,1,49
0002547,47,09,011400,2,42
0002547,47,12,020000,1,20
0002547,47,09,016300,2,19
0002568,47,09,044200,1,27
0002568,01,09,019700,2,29
0002592,47,13,030000,1,30
0002592,47,13,033400,2,30
0002592,47,00,,1,01
0002619,47,09,035600,1,44
0002619,47,11,000000,1,19
0002619,47,11,000000,1,18
0002623,47,11,000000,2,60
0002644,47,09,000000,1,85
0002644,47,09,000000,2,72
0002656,47,09,032000,2,50
0002656,47,11,000000,1,58
0002676,47,05,000000,2,93
0002676,47,09,000000,1,55
0002682,47,14,125000,1,59
0002682,47,13,040000,2,57
0002682,47,13,085000,1,27
0002689,20,15,034000,2,27
0002699,47,11,037000,2,60
0002699,47,11,317000,1,66
0002728,47,16,095000,1,32
0002728,47,16,093000,2,29
0002737,47,09,050000,1,36
0002795,37,04,000000,1,54
0002795,37,09,015000,2,20
0002798,47,13,030000,1,55
0002815,47,10,001800,1,19
0002845,37,09,013000,2,40
0002845,37,05,005000,1,16
0002857,47,08,041800,1,58
0002857,47,08,013200,2,59
0002894,48,09,037400,1,25
0002894,48,09,037400,1,24
0002894,48,12,037400,1,28
0002909,37,03,003800,1,64
0002984,47,09,040000,1,35
0003006,47,11,000000,1,89
0003006,47,11,000000,2,77
0003025,47,09,020900,1,40
0003025,47,10,005700,2,43
0003025,47,04,,1,12
0003025,47,02,,2,07
0003052,47,13,091000,1,49
0003052,47,09,008500,2,45
0003052,47,05,000920,1,16
0003052,47,04,,1,14
0003061,37,06,000000,1,77
0003132,47,10,044800,1,52
0003132,47,10,039500,2,51
0003142,47,12,058000,1,63
0003142,47,12,000780,2,61
0003143,47,09,048000,1,56
0003143,47,09,021000,2,53
0003272,47,09,022600,1,61
0003272,47,09,030400,2,61
0003286,47,11,000000,2,21
0003319,01,09,036000,1,44
0003319,47,09,000000,2,40
0003319,48,01,,1,04
0003319,48,01,,2,04
0003330,37,08,017000,1,42
0003330,37,01,000000,1,61
0003330,37,08,022000,1,34
0003352,47,16,093000,1,35
0003419,47,16,106000,1,29
0003419,47,13,038000,2,28
0003461,47,13,136000,1,47
0003461,47,13,010000,2,47
0003461,47,05,000000,2,15
0003461,47,04,,1,13
0003467,66,01,000000,2,52
0003467,47,03,,2,12
0003467,47,01,,2,10
0003467,32,11,000000,1,44
0003513,01,09,000640,2,38
0003513,01,03,014400,1,39
0003513,01,04,,2,14
0003513,01,02,,2,06
0003513,01,02,,2,04
0003566,47,08,030800,2,56
0003585,47,05,000000,1,69
0003605,47,13,000000,1,79
0003605,47,09,000000,2,72
0003617,37,09,019200,1,53
0003617,37,09,034300,2,46
0003617,37,10,011400,1,19
0003636,47,11,000000,1,25
0003636,47,12,037000,2,24
0003637,01,04,020000,1,34
0003637,01,04,014000,2,40
0003637,47,03,,1,11
0003640,37,11,001000,1,20
0003682,47,11,030000,2,36
0003682,47,04,,1,11
0003709,47,06,000000,2,89
0003710,37,08,009700,2,40
0003710,37,05,000000,1,16
0003710,37,04,,2,13
0003742,47,15,000000,1,77
0003776,37,09,000000,2,49
0003776,37,09,016000,2,25
0003776,37,00,,2,02
0003835,47,13,026800,2,36
0003849,37,10,007000,1,74
0003849,37,14,000000,2,70
0003929,47,11,000000,1,47
0003929,47,09,012000,2,52
0003929,47,12,000000,1,49
0003929,47,13,003000,1,24
0003929,47,08,032000,2,23
0003970,47,03,005800,1,77
0003970,47,04,000000,2,82
0004007,47,12,050000,1,41
0004007,47,09,038000,2,42
0004007,47,03,,2,11
0004007,47,02,,1,09
0004041,15,10,046000,1,46
0004041,15,15,065000,2,48
0004041,15,04,,2,14
0004041,15,04,,1,13
0004041,15,03,000000,2,77
0004089,47,11,040000,2,46
0004110,47,06,000000,1,76
0004122,47,09,015200,1,69
0004122,47,15,000000,2,69
0004122,47,09,029000,1,35
0004145,37,09,060000,1,47
0004145,37,09,025000,2,45
0004145,37,04,,1,13
0004145,37,08,000000,2,70
0004163,37,09,001000,1,27
0004163,37,09,023000,2,23
0004168,37,08,000000,2,69
0004198,01,08,000200,1,55
0004198,01,09,000200,2,50
0004198,01,09,001100,2,24
0004198,01,01,002800,2,20
0004208,01,04,015000,2,61
0004208,01,11,037000,2,36
0004208,01,11,003000,2,25
0004208,01,02,,2,07
0004208,01,02,,2,06
0004208,01,12,020000,1,27
0004226,47,11,039200,2,42
0004226,47,11,030700,1,47
0004226,68,06,002700,2,16
0004226,68,05,000000,2,15
0004238,48,09,000000,1,56
0004238,48,11,013000,2,44
0004238,48,06,017000,1,24
0004238,48,03,013000,2,24
0004248,47,09,035000,1,57
0004248,47,14,034000,2,55
0004283,47,13,049000,2,25
0004283,47,13,049000,1,24
0004333,47,14,317000,2,38
0004333,47,00,,2,01
0004347,47,09,020000,2,42
0004347,47,09,015000,1,20
0004347,47,04,,1,14
0004370,47,11,045000,2,35
0004370,47,09,040000,1,38
0004370,47,01,,1,03
0004376,37,13,317000,1,41
0004376,70,15,120000,2,43
0004376,70,04,,2,14
0004376,70,03,,2,11
0004399,47,03,050000,1,44
0004399,47,03,012000,2,41
0004399,47,08,000000,1,18
0004399,47,05,000000,2,15
0004408,47,13,135000,1,43
0004408,47,11,060000,2,39
0004408,47,02,,2,10
0004408,47,02,,1,09
0004408,47,02,,1,05
0004408,47,01,,1,04
0004436,47,09,000000,1,43
0004674,47,09,004500,2,36
0004674,47,01,,2,03
0004704,47,14,001800,2,48
0004704,47,14,317000,1,54
0004704,47,04,000000,1,16
0004704,47,04,000000,1,15
0004704,47,05,001000,2,17
0004734,47,11,000000,1,57
0004734,47,13,007000,2,55
0004807,47,11,024000,2,50
0004807,47,06,015000,2,23
0004807,47,05,075000,1,20
0004807,47,00,,1,00
0004807,47,06,030000,1,22
0004814,47,12,000000,2,53
0004814,47,12,025400,1,71
0004828,47,09,000000,2,65
0004828,47,09,012000,2,39
0004828,47,12,032000,1,32
0004832,47,11,092000,1,56
0004832,47,09,013600,2,51
0004832,47,14,035000,2,26
0004925,47,09,000000,2,50
0004947,47,06,000000,2,65
0004951,47,03,000000,2,72
0004951,47,10,034000,2,47
0004951,47,14,041000,2,39
0004968,47,15,045000,1,63
0004968,47,13,040000,2,58
0004979,47,13,049000,1,50
0004979,47,09,010000,2,48
0004979,47,10,025000,2,25
0004979,47,11,030000,1,23
0004979,47,11,025000,1,20
0005088,47,11,000570,1,82
0005088,47,08,000000,2,81
0005094,01,03,013700,1,34
0005094,01,03,010000,2,36
0005094,01,01,,2,06
0005115,37,09,030000,1,39
0005115,37,07,013000,2,32
0005115,37,02,,1,08
0005115,37,04,000000,1,15
0005137,47,15,035000,1,55
0005137,47,13,009000,2,54
0005137,47,13,000000,2,24
0005147,47,14,125000,2,44
0005147,47,16,120000,1,43
0005147,47,05,000000,2,19
0005147,47,06,003300,2,17
0005148,47,09,091000,1,53
0005148,47,09,000000,2,53
0005148,47,12,008900,1,23
0005156,47,11,045900,1,28
0005156,47,11,013800,1,27
0005195,47,09,000000,1,69
0005195,47,06,000000,2,62
0005198,47,15,000000,2,78
0005198,47,11,017000,1,23
0005206,47,09,042000,1,42
0005206,47,09,000000,2,52
0005206,47,04,000000,2,15
0005304,47,11,067000,1,43
0005304,47,09,033000,2,36
0005420,47,08,038000,1,47
0005420,47,09,018000,2,42
0005420,47,11,015000,1,20
0005431,20,14,002000,2,28
0005431,20,13,006000,1,29
0005688,47,11,003600,2,26
0005688,47,02,,2,09
0005688,47,01,,1,05
0005688,47,09,027000,1,29
0005689,01,11,027300,2,24
0005689,01,13,035000,1,26
0005756,47,13,000000,2,60
0005756,47,09,011000,1,62
0005756,47,11,030000,2,37
0005762,47,09,036000,1,35
0005762,47,09,035000,2,39
0005762,47,02,,1,07
0005762,47,01,,2,04
0005777,47,08,005000,1,37
0005783,47,11,035000,2,73
0005801,10,09,035000,2,54
0005801,71,07,008000,1,29
0005801,71,10,025000,2,28
0005801,71,02,,2,07
0005801,10,09,030000,1,48
0005807,47,13,000000,1,81
0005823,47,09,025000,1,50
0005830,47,09,032000,1,32
0005830,47,09,020000,2,29
0005830,47,02,,2,10
0005830,47,01,,1,03
0005870,37,04,000000,1,66
0005870,37,09,000000,2,65
0005891,47,13,317000,1,40
0005891,47,13,000000,2,38
0005891,47,01,,1,09
0005891,47,01,,1,07
0005939,47,14,099000,1,54
0005939,47,13,125000,2,41
0005974,47,07,040000,1,67
0005974,47,07,000000,2,64
0005979,47,12,042000,1,29
0005979,47,13,030000,2,27
0005979,47,00,,2,02
0006011,37,08,015600,1,30
0006192,37,09,042000,1,33
0006192,37,09,023000,2,26
0006192,37,01,,2,06
0006243,47,12,000000,1,45
0006243,47,10,000000,2,45
0006243,47,10,014000,2,21
0006243,47,08,006000,1,18
0006273,47,13,060000,2,39
0006273,47,11,000000,1,33
0006273,47,01,,1,03
0006273,47,00,,2,01
0006298,37,09,000000,1,70
0006298,37,09,021200,2,68
0006299,47,13,075000,1,34
0006299,47,09,040000,2,29
0006299,47,02,,2,08
0006317,37,09,041000,1,49
0006317,37,06,000000,2,52
0006342,37,04,004800,1,44
0006350,47,09,031000,1,33
0006350,47,10,045000,2,32
0006350,47,03,,1,12
0006350,47,02,,1,08
0006386,47,09,036300,1,50
0006386,47,11,008500,2,44
0006386,47,04,000000,1,15
0006386,47,03,,1,12
0006394,47,11,037600,1,35
0006394,47,11,028500,2,33
0006448,37,09,000000,2,24
0006448,37,02,,1,07
0006448,37,01,,2,04
0006448,37,00,,2,01
0006470,47,05,000000,1,72
0006502,47,09,013700,2,46
0006502,47,11,050000,1,41
0006502,47,05,000000,1,15
0006518,47,09,000000,2,81
0006518,47,09,000000,1,46
0006535,47,06,000000,1,76
0006535,47,05,000000,2,67
0006555,37,12,000000,2,84
0006566,47,09,054000,1,42
0006566,47,09,027000,2,43
0006625,47,13,071000,1,29
0006625,47,14,120000,2,29
0006663,47,09,038000,1,57
0006663,47,09,022900,2,58
0006673,37,09,079000,1,33
0006758,47,13,022100,1,43
0006791,01,09,000000,1,34
0006802,47,11,037000,1,46
0006802,47,13,090000,2,47
0006802,47,06,000000,1,16
0006874,37,10,000000,1,40
0006874,37,10,000000,2,37
0006874,37,07,000200,1,17
0006874,37,05,000000,2,15
0006958,47,16,056000,1,48
0006958,47,15,026000,2,46
0006995,47,10,026000,1,38
0006995,47,09,000000,2,55
0006995,47,09,040000,1,31
0007020,47,04,000000,1,82
0007038,47,09,000000,2,71
0007045,47,13,000000,1,81
0007045,47,13,000000,2,85
0007095,47,13,070000,1,38
0007095,47,13,075000,2,36
0007095,47,02,,2,09
0007095,47,01,,1,05
0007118,47,14,045000,1,63
0007118,47,08,000000,2,62
0007118,47,13,020000,1,39
0007133,47,09,035400,1,47
0007133,47,13,061000,2,44
0007133,47,03,,1,13
0007133,47,02,,1,10
0007216,47,09,017000,2,73
0007224,47,09,019000,2,44
0007224,47,07,000000,2,16
0007224,47,02,,1,05
0007286,47,14,004800,2,44
0007286,47,04,,1,14
0007286,47,03,,2,11
0007342,47,09,000000,2,72
0007354,47,11,050000,1,57
0007354,47,09,010000,2,57
0007354,47,09,030000,1,32
0007374,47,07,000000,1,60
0007374,47,09,000000,2,45
0007374,47,03,000000,1,15
0007374,47,03,,2,13
0007374,47,02,,2,10
0007390,47,13,000000,2,57
0007390,47,14,009000,2,26
0007391,47,13,022000,1,57
0007391,47,14,035000,2,56
0007415,66,09,034000,1,30
0007415,32,06,000200,2,22
0007415,32,00,,2,02
0007415,32,00,,2,01
0007415,32,02,,1,05
0007435,47,16,087000,1,53
0007435,47,13,005500,2,53
0007435,47,13,039600,1,25
0007435,47,02,,2,11
0007443,47,09,000000,1,79
0007443,47,09,000000,2,79
0007448,47,09,020000,2,51
0007448,47,09,012000,1,25
0007448,47,10,000000,2,22
0007448,47,08,000000,2,85
0007448,47,02,,1,04
0007448,47,00,,2,01
0007448,47,09,016800,1,25
0007450,47,08,007500,1,47
0007450,47,08,009500,2,42
0007451,47,08,008000,2,59
0007538,47,09,025000,1,49
0007538,47,09,017300,2,50
0007538,47,03,000000,1,88
0007594,47,13,073000,1,37
0007601,47,10,000000,2,70
0007626,47,09,020000,1,23
0007626,47,00,,2,01
0007626,47,09,008000,2,22
0007639,47,12,030000,2,28
0007689,37,10,018000,1,31
0007689,37,11,028500,2,33
0007689,37,00,,2,01
0007689,37,04,000000,2,15
0007689,37,01,,1,03
0007694,47,08,000000,1,72
0007694,47,04,000000,2,74
0007694,47,11,040000,1,33
0007713,47,13,070000,1,46
0007713,47,09,000000,2,44
0007713,47,02,,1,06
0007713,47,01,,1,03
0007714,01,09,021000,1,36
0007714,47,14,044000,2,33
0007714,47,00,,2,02
0007837,47,09,125000,1,34
0007837,47,13,000000,2,33
0007837,47,00,,2,02
0007837,47,00,,2,01
0007837,47,00,,1,01
0007845,28,14,055000,1,25
0007845,28,13,000000,2,25
0007849,28,16,317000,1,38
0007849,28,14,044400,2,32
0007849,28,01,,2,04
0007849,28,00,,1,00
0007882,47,11,050000,1,59
0007882,47,09,033000,2,58
0007915,47,05,000000,2,73
0007947,47,09,000000,1,79
0007947,47,09,000000,2,80
0007961,47,09,037000,2,35
0007961,47,09,000000,1,44
0007961,47,02,,1,06
0007961,47,00,,1,02
0008014,20,09,000000,1,41
0008014,20,13,040000,2,42
0008014,20,04,,2,14
0008117,47,09,041000,1,57
0008117,47,09,000000,2,52
0008125,47,06,000000,1,80
0008168,47,12,058000,1,37
0008168,47,09,000000,2,41
0008168,47,02,,1,07
0008168,47,01,,1,04
0008208,28,08,011000,1,38
0008208,28,09,000000,2,28
0008208,28,00,,1,02
0008208,28,00,,1,00
0008226,47,06,000000,1,70
0008226,47,09,042100,2,63
0008250,47,09,040000,2,41
0008277,47,09,000000,1,69
0008326,01,10,039400,2,46
0008344,37,07,000000,1,57
0008344,37,05,041600,2,62
0008362,47,13,055000,2,49
0008362,47,09,000000,1,54
0008409,47,09,000000,1,71
0008409,47,09,000000,2,74
0008413,47,13,317000,1,29
0008413,47,13,058000,2,27
0008460,47,04,000000,2,66
0008476,47,13,000000,1,76
0008476,47,09,000000,2,74
0008500,47,09,020000,2,53
0008531,47,10,075000,1,43
0008531,47,09,000000,2,39
0008531,47,04,,1,14
0008531,47,03,,2,13
0008531,47,02,,2,10
0008555,47,11,050000,1,30
0008555,47,12,022000,2,33
0008609,47,09,034100,1,35
0008609,47,10,042800,2,40
0008670,47,09,000000,1,67
0008670,47,01,003000,2,52
0008672,47,11,055000,2,24
0008713,47,01,000000,1,75
0008713,47,01,000000,2,61
0008713,47,07,003000,2,39
0008741,47,08,070000,1,53
0008741,47,09,035000,2,51
0008741,47,09,020000,1,27
0008741,47,09,020000,2,22
0008880,47,08,000000,2,53
0008886,47,11,000000,1,44
0008886,47,10,000000,2,44
0008886,47,11,000000,2,20
0008886,47,05,000000,2,15
0008886,47,03,,2,10
0008886,47,02,,1,08
0008903,47,13,007500,1,64
0008903,47,10,000000,2,65
0008989,11,12,038000,2,27
0008989,11,01,000000,2,57
0009008,47,10,074000,1,38
0009008,47,13,039900,2,38
0009010,47,13,012000,1,51
0009010,47,13,027000,2,46
0009010,47,13,028000,2,23
0009030,47,09,018200,2,58
0009030,47,12,008000,2,26
0009060,47,13,078000,1,59
0009060,47,10,022000,2,49
0009060,47,07,002100,1,17
0009086,47,13,014800,1,47
0009098,47,12,079000,1,38
0009098,47,12,000000,2,33
0009098,47,02,,1,09
0009098,47,02,,2,08
0009098,47,03,,1,12
0009103,47,08,045000,1,43
0009103,47,09,000000,2,41
0009103,47,02,,1,07
0009103,47,02,,2,05
0009124,37,10,000000,2,41
0009124,37,09,013500,1,23
0009124,37,07,000000,1,18
0009124,37,05,000000,1,16
0009124,37,02,,1,03
0009150,47,13,000000,1,46
0009150,47,11,023000,2,41
0009150,47,05,000000,2,16
0009150,47,03,,1,13
0009171,47,09,000000,1,75
0009171,47,09,000000,2,74
0009250,47,09,045000,1,54
0009250,47,11,000000,2,46
0009272,47,11,035000,1,39
0009282,47,13,059000,2,36
0009282,47,14,092000,1,34
0009302,01,09,036000,1,42
0009302,01,06,080000,2,34
0009338,47,10,082000,1,30
0009342,47,09,000000,2,79
0009342,47,13,000000,2,49
0009361,47,11,004000,2,36
0009361,47,03,,1,12
0009361,47,03,,2,11
0009361,47,02,,2,09
0009361,47,02,,1,05
0009361,47,09,020000,1,44
0009390,47,13,075000,1,62
0009415,47,10,014000,1,62
0009415,47,09,006000,2,62
0009441,47,09,000000,1,72
0009441,47,08,031900,2,57
0009441,47,08,009100,2,29
0009441,47,13,029000,2,27
0009449,47,12,000000,1,33
0009449,47,12,032000,2,33
0009457,28,08,032000,2,33
0009457,28,04,000000,1,31
0009457,28,01,,2,05
0009457,28,00,,2,02
0009528,47,11,000000,1,73
0009528,47,11,000000,2,59
0009566,47,10,080000,1,41
0009566,47,09,011000,2,36
0009584,47,09,005000,1,39
0009668,47,13,171000,1,54
0009668,47,14,050000,2,47
0009668,47,11,005000,1,21
0009668,47,11,005200,2,20
0009682,37,11,100000,1,49
0009682,37,03,,1,13
0009682,37,10,072000,2,43
0009692,47,12,008800,2,43
0009692,47,09,000000,2,85
0009692,47,13,033600,1,50
0009721,65,11,000000,2,46
0009786,47,09,000000,2,72
0009801,47,09,000000,1,65
0009801,47,09,050000,2,56
0009805,47,09,031300,1,46
0009805,47,11,061000,2,48
0009805,47,11,004200,1,23
0009805,47,10,000800,1,19
0009816,47,09,000000,1,67
0009816,47,09,000000,2,54
0009816,47,09,060000,1,28
0009822,47,07,067000,1,64
0009822,47,07,020000,2,53
0009830,47,09,000000,2,70
0009830,47,09,038000,1,43
0009830,47,09,000000,1,34
0009845,47,16,115000,1,44
0009845,47,13,008500,2,45
0009845,47,02,,1,09
0009845,47,02,,1,07
0009863,47,01,000000,1,68
0009863,47,11,025000,2,58
0009878,47,13,038000,1,28
0009878,47,14,043000,2,28
0009907,47,05,015000,2,56
0009907,47,08,028000,1,51
0009907,47,07,000350,1,18
0009922,37,10,050000,1,44
0009955,47,10,008100,1,76
0010044,47,09,040000,1,51
0010044,47,09,049000,2,51
0010044,47,11,008000,1,21
0010046,47,13,317000,1,50
0010046,47,13,000000,2,45
0010046,47,06,003900,1,17
0010046,47,05,000000,1,15
0010046,47,04,,1,13
0010046,47,02,,2,10
0010071,15,13,002600,1,42
0010071,15,13,080000,2,40
0010071,15,03,,2,12
0010071,15,02,,2,08
0010071,15,02,,2,05
0010071,15,14,008600,2,64
0010156,37,12,031300,2,31
0010156,37,04,,2,13
0010156,37,02,,1,06
0010156,37,02,,1,06
0010200,47,09,000000,2,18
0010206,47,10,020400,2,35
0010206,47,08,035000,1,34
0010208,37,13,037000,2,38
0010208,37,02,,1,10
0010241,47,10,034000,1,44
0010241,47,03,011300,2,43
0010245,37,14,040000,1,37
0010258,47,10,000000,1,59
0010258,47,09,050000,2,58
0010258,47,13,038100,1,33
0010277,47,03,000000,2,81
0010340,47,13,106000,1,37
0010340,47,12,000510,2,32
0010340,47,00,,1,02
0010340,47,00,,1,02
0010386,47,09,000000,2,85
0010398,47,11,000000,1,72
0010398,47,09,000000,2,73
0010398,47,09,023500,1,32
0010440,47,14,084000,2,77
0010465,47,09,000000,1,85
0010496,47,14,000000,1,74
0010547,47,15,061000,1,50
0010547,47,13,049200,2,49
0010547,47,13,029200,2,24
0010547,47,00,,1,01
0010585,47,09,005000,2,35
0010585,01,09,035000,1,41
0010585,47,03,000000,2,15
0010585,47,03,,2,11
0010585,47,02,,2,04
0010585,47,09,018000,1,37
0010609,47,09,000000,1,44
0010609,47,09,000000,2,43
0010609,47,09,000000,1,19
0010640,37,07,000000,2,27
0010640,37,02,,1,10
0010640,37,02,,2,09
0010640,37,02,,2,06
0010694,47,14,085000,2,26
0010721,01,09,019000,2,32
0010721,01,09,080000,1,32
0010721,01,05,000000,1,15
0010721,01,01,,2,04
0010771,47,09,008300,2,65
0010856,47,11,000000,1,83
0010856,47,07,000000,2,72
0010890,47,13,018000,2,42
0010890,47,09,070000,1,43
0010890,47,03,,2,12
0010890,47,02,,1,11
0010893,47,04,000000,2,83
0010893,47,09,045700,2,40
0010900,47,12,000000,1,26
0010900,47,12,000000,2,20
0010951,37,06,000000,1,56
0010951,37,07,007500,2,56
0010971,47,13,000000,2,87
0011030,47,09,000000,1,41
0011032,37,10,034000,1,40
0011032,37,09,024000,2,40
0011033,47,13,100000,1,46
0011033,20,14,060000,2,37
0011033,20,02,,1,07
0011068,37,09,006000,2,27
0011081,47,12,000000,2,50
0011096,37,11,000000,1,68
0011096,37,13,004500,2,61
0011127,47,13,150000,1,33
0011127,47,15,070000,2,31
0011173,01,01,007700,2,51
0011173,47,07,007200,2,19
0011173,47,06,000000,2,16
0011173,47,04,000000,1,15
0011216,47,09,000000,1,69
0011216,47,09,000000,2,93
0011218,47,11,130000,1,46
0011224,47,11,032000,2,29
0011224,47,11,030000,2,24
0011242,47,09,030000,1,37
0011311,47,13,000000,1,35
0011311,47,13,000000,2,35
0011311,47,02,,1,08
0011311,47,02,,1,06
0011311,47,02,,1,06
0011311,47,02,,2,03
0011331,47,13,105000,1,48
0011331,47,10,030500,2,47
0011348,47,09,042000,2,53
0011476,47,10,062000,1,37
0011476,47,11,000000,2,35
0011476,47,03,,2,11
0011476,47,02,,1,08
0011483,47,15,021600,2,43
0011483,47,08,056000,1,44
0011483,47,07,002000,2,18
0011483,47,05,000000,2,15
0011483,47,03,,2,13
0011541,47,11,000000,2,68
0011558,47,14,124000,1,55
0011558,47,13,024000,2,54
0011577,47,09,035000,1,65
0011577,01,04,027000,2,63
0011577,01,09,024000,2,40
0011577,01,02,,1,09
0011584,47,11,006000,2,39
0011584,47,13,040000,1,41
0011584,47,02,,2,07
0011602,28,06,016600,1,35
0011602,28,03,000000,2,27
0011602,28,02,,1,09
0011602,28,02,,2,07
0011602,28,02,,1,05
0011604,47,13,058000,1,28
0011604,47,13,035000,2,28
0011627,47,13,055000,1,38
0011627,47,14,065000,2,37
0011627,47,02,,1,08
0011627,47,02,,1,06
0011669,47,13,045000,1,51
0011669,47,13,025000,2,36
0011712,47,09,019000,1,52
0011712,47,09,043000,2,48
0011712,47,04,000000,2,15
0011712,47,03,,2,12
0011779,01,08,024000,1,29
0011779,01,10,008000,2,25
0011779,01,01,,1,04
0011779,01,00,,2,02
0011779,01,00,,2,02
0011779,01,00,,1,00
0011779,01,09,015000,2,55
0011779,01,11,010000,1,29
0011780,47,11,100000,1,43
0011780,47,12,025000,2,41
0011780,47,03,,2,12
0011780,47,02,,2,09
