serial_no,race,education,income,gender,age
0004238,47,10,020000,2,61
0004248,47,13,077000,1,48
0004248,47,11,015000,2,42
0004248,47,09,000000,2,17
0004248,47,03,,1,12
0004376,47,13,059000,1,31
0004436,47,03,013000,1,37
0004436,47,08,000000,2,37
0004436,47,03,,2,10
0004436,47,02,,2,07
0004436,47,00,,2,02
0004436,01,03,000000,2,64
0004828,47,10,000000,2,71
0004925,47,09,000000,2,93
0004968,47,09,000000,1,55
0004968,47,09,018000,2,41
0004968,47,08,010300,2,21
0004968,47,07,002000,1,18
0005115,12,13,048600,1,29
0005156,47,09,000000,2,65
0005206,47,11,020200,1,38
0005206,47,11,008700,2,37
0005206,47,03,,2,13
0005206,47,02,,1,09
0005303,47,11,013000,2,33
0005303,47,04,,2,13
0005303,47,03,,1,10
0005303,47,01,,2,07
0005420,47,13,050000,2,59
0005420,47,11,000000,2,89
0005675,47,09,001800,2,37
0005688,47,13,014000,1,25
0005688,47,13,026000,2,24
0005756,47,12,031700,2,57
0005756,47,03,000000,1,83
0005762,47,10,016800,2,53
0005762,47,13,038500,2,56
0005801,47,11,000000,2,41
0005801,47,03,,2,10
0005820,47,11,030000,2,35
0005823,01,01,000000,1,42
0005823,01,09,004000,2,28
0005823,01,02,,1,08
0005823,01,02,,2,07
0005823,01,01,,1,04
0005823,01,09,000000,1,17
0005823,01,09,023000,1,34
0005823,01,09,000000,2,25
0005830,47,09,000000,1,30
0005830,47,10,021000,2,29
0005870,01,04,014000,2,53
0005870,01,04,000000,1,16
0005870,01,03,,1,13
0006011,47,11,005200,1,71
0006011,47,09,022000,2,60
0006192,47,09,000000,2,83
0006192,47,09,029900,1,51
0006243,47,05,037200,2,28
0006243,47,09,030600,1,29
0006298,37,09,000000,1,40
0006299,47,11,047000,1,52
0006299,47,09,040000,2,53
0006299,47,07,003500,1,19
0006317,47,10,044000,1,30
0006317,47,08,027000,2,29
0006317,47,00,,2,00
0006342,47,11,000000,2,21
0006350,47,13,030400,1,64
0006350,47,09,025000,2,60
0006386,47,10,020000,1,30
0006386,47,02,,2,04
0006386,68,00,,2,00
0006386,47,09,020800,2,21
0006394,47,09,000000,1,64
0006394,47,11,000000,2,62
0006448,47,16,000000,1,60
0006448,47,14,036000,2,60
0006448,47,08,005800,1,18
0006448,47,05,000170,1,16
0006470,01,03,014000,2,41
0006470,01,03,022400,1,44
0006470,01,07,002000,2,18
0006470,01,03,,2,14
0006470,01,02,,1,11
0006470,01,01,,2,06
0006535,01,09,048800,1,53
0006535,01,01,000000,2,52
0006625,47,10,000000,2,84
0006649,47,11,020000,1,21
0006673,47,09,000000,2,70
0006784,47,11,032000,1,25
0006784,47,11,038000,1,25
0006791,47,11,000000,1,67
0006791,47,11,000000,2,64
0006874,47,09,019100,2,42
0006874,47,09,025500,1,47
0006874,47,03,,2,13
0007038,47,12,064000,1,58
0007038,47,09,000000,2,61
0007118,47,12,021000,1,20
0007118,47,09,042600,1,44
0007118,47,15,023000,2,41
0007224,32,09,007800,1,46
0007224,66,11,002800,2,53
0007342,47,09,000000,1,66
0007342,47,06,000000,2,67
0007342,47,08,004000,1,17
0007374,47,06,020400,2,57
0007390,66,04,005400,2,37
0007415,47,09,000000,2,61
0007490,01,08,032000,1,44
0007490,01,07,035000,1,20
0007490,01,00,,1,02
0007490,01,09,000000,2,19
0007626,47,12,012000,1,21
0007689,47,13,309000,1,58
0007689,47,13,000000,2,52
0007849,47,11,000000,2,31
0007849,47,09,045000,1,33
0007849,47,00,,1,00
0007882,47,09,024000,1,31
0007882,47,09,015500,2,36
0007882,47,02,,2,10
0007947,66,09,023300,1,65
0008014,47,11,004000,1,35
0008014,47,13,013300,2,41
0008014,47,07,006500,2,18
0008168,47,13,309000,1,61
0008168,47,11,000000,2,59
0008226,47,11,000000,1,54
0008226,47,11,018000,2,55
0008226,47,10,012000,2,49
0008250,47,10,025000,2,39
0008250,32,10,000160,2,19
0008250,47,05,000000,2,16
0008250,47,02,,2,06
0008277,47,11,002500,2,48
0008277,47,07,000000,2,17
0008277,47,03,,1,11
0008277,47,01,,2,06
0008460,47,09,030000,1,27
0008460,48,00,,2,01
0008460,01,01,,1,04
0008460,01,11,000000,2,31
0008555,47,09,000000,1,65
0008555,47,10,000000,2,58
0008597,47,03,000000,1,70
0008597,47,01,000000,2,63
0008597,47,04,,1,14
0008672,47,09,038000,1,38
0008672,47,09,013000,2,39
0008672,47,03,,2,13
0008672,47,02,,1,10
0008713,47,09,040000,1,38
0008713,47,03,,1,12
0008713,47,12,016000,2,34
0008713,47,02,,1,09
0008741,47,09,025000,2,34
0008741,47,02,,2,10
0008741,47,02,,2,07
0008741,47,12,007200,1,41
0008880,47,09,026800,1,54
0008886,47,08,026000,1,41
0008886,47,10,000000,2,49
0008886,47,08,013000,2,21
0008989,47,09,000000,1,24
0008989,47,08,000000,2,28
0008989,47,01,,1,05
0008989,47,01,,1,03
0009008,47,11,045000,1,38
0009008,47,09,012000,2,38
0009008,47,05,000000,1,16
0009008,47,03,,1,12
0009030,47,15,056000,1,38
0009052,71,09,043000,1,36
0009052,71,11,030000,2,33
0009052,07,02,,1,08
0009052,71,02,,2,06
0009052,71,02,,1,05
0009098,47,09,016200,2,31
0009098,47,11,027000,1,34
0009098,47,01,,2,05
0009098,47,01,,2,03
0009124,66,12,000000,2,22
0009150,47,12,000000,1,59
0009150,47,11,007000,2,57
0009302,47,16,064000,1,45
0009390,47,14,045000,2,45
0009415,20,06,000000,1,39
0009415,06,07,000000,1,38
0009441,47,12,029000,1,52
0009441,47,12,022000,2,53
0009441,47,09,003600,2,21
0009457,47,13,017200,1,34
0009457,47,12,022700,2,29
0009668,47,13,017800,1,60
0009668,47,11,013000,2,58
0009692,47,09,000000,1,73
0009692,47,05,000000,2,68
0009721,47,10,015500,1,66
0009721,47,06,000490,2,70
0009801,47,11,011000,2,20
0009801,47,11,005000,2,20
0009805,47,12,076000,2,34
0009805,47,11,026000,1,34
0009822,47,11,005000,2,37
0009863,47,13,090000,1,36
0009863,47,14,074000,2,41
0009863,47,02,,1,07
0009863,47,00,,1,02
0009907,47,13,022400,2,45
0009907,47,12,031100,1,49
0010071,47,10,033300,2,80
0010241,47,13,000000,1,32
0010245,47,09,000000,1,68
0010245,47,13,005600,2,70
0010398,47,09,012500,2,23
0010398,47,02,,2,03
0010465,47,09,000000,2,74
0010547,47,13,000000,2,64
0010609,47,14,000000,1,65
0010609,66,15,000000,2,75
0010640,47,11,000000,1,38
0010640,47,11,000000,2,38
0010640,47,06,000000,1,17
0010640,47,04,000000,2,15
0010640,47,02,,1,08
0010640,47,02,,1,06
0010640,47,00,,2,02
0010640,47,00,,1,00
0010890,01,01,002000,1,48
0010890,01,02,002700,2,33
0010890,01,04,,2,14
0010890,01,02,,2,10
0010890,01,02,,2,09
0010890,01,02,,2,07
0010893,47,10,000000,1,80
0010900,47,13,043000,2,34
0011032,47,12,030900,1,46
0011032,47,13,028600,2,51
0011068,47,08,000000,2,87
0011096,47,08,020700,1,25
0011096,47,02,,2,04
0011096,47,09,009400,2,24
0011173,47,11,035000,1,52
0011216,47,10,000000,2,18
0011224,47,13,001100,1,74
0011224,47,11,000000,2,71
0011331,47,09,000000,2,76
0011331,47,10,028000,2,50
0011331,47,10,003500,1,38
0011586,47,10,000000,1,62
0011586,47,11,000000,2,53
0011586,47,06,000000,2,17
0011712,01,03,014000,2,28
0011712,01,01,,2,03
0011712,01,02,000000,2,32
0011712,01,07,031000,1,26
0011712,01,02,,1,06
0011779,47,13,070000,1,31
0011779,47,13,003000,2,31
0011779,47,01,,2,06
0011779,47,01,,2,06
0011779,47,01,,2,03
0011779,47,00,,2,01
0011912,47,09,003000,1,25
0011912,47,07,001400,2,26
0011912,47,01,,2,03
0011912,33,06,002000,1,21
0011912,47,09,016800,1,20
0011936,47,11,000000,1,88
0011936,47,10,000000,2,76
0011998,47,13,040000,1,40
0011998,47,10,004000,2,30
0012065,37,10,004500,1,72
0012065,37,09,000000,2,87
0012200,47,09,035000,1,47
0012200,47,11,000000,2,47
0012200,47,09,018000,1,24
0012200,47,09,056000,1,21
0012200,47,11,011300,2,19
0012200,47,04,,1,13
0012218,47,13,000880,1,44
0012218,47,03,,1,11
0012230,47,13,009200,1,26
0012270,47,13,090000,1,42
0012276,47,11,035000,2,37
0012370,47,08,010000,1,28
0012552,47,08,010000,1,51
0012552,47,09,000000,2,41
0012552,47,00,,2,02
0012552,47,08,000420,2,17
0012552,47,03,,1,12
0012635,47,14,012000,1,33
0012635,47,13,011500,2,25
0012669,47,09,000000,1,64
0012669,47,09,000000,2,62
0012706,47,12,000000,2,45
0012755,47,11,000000,1,78
0012988,47,13,013000,2,29
0012988,47,09,010000,1,30
0012991,47,15,000000,1,56
0012991,47,14,078000,2,55
0013145,37,10,014600,1,32
0013374,47,14,060000,1,35
0013374,47,14,120000,2,34
0013374,47,00,,1,02
0013374,47,00,,1,00
0013441,47,09,000000,2,50
0013441,47,12,006000,1,23
0013577,48,06,000000,2,18
0013577,66,07,016800,1,22
0013577,48,01,,2,03
0013685,47,09,024400,1,21
0013763,47,04,000000,1,54
0013778,47,09,022200,1,20
0013778,47,09,000000,2,18
0013778,47,00,,1,00
0013868,47,09,000000,1,56
0013868,47,11,012600,2,49
0013949,47,12,045300,1,67
0013949,47,13,003300,2,61
0013992,47,12,040000,1,54
0014082,32,11,015600,1,28
0014082,47,12,000000,2,31
0014082,32,01,,1,05
0014082,32,00,,2,01
0014089,47,09,000000,1,71
0014202,47,13,000000,2,55
0014202,47,10,036000,1,39
0014202,47,00,,1,02
0014588,47,06,000000,2,73
0014588,47,12,028500,1,57
0014645,47,12,015300,1,22
0014645,47,12,021600,2,22
0014693,47,09,000000,1,87
0014693,47,08,000000,2,75
0014693,47,12,012000,1,52
0014719,47,13,060000,2,50
0014719,47,11,017000,2,23
0014821,47,10,003000,1,27
0014956,47,12,000000,2,47
0014956,47,11,000000,1,43
0014956,47,10,005900,2,20
0014956,47,06,000000,2,17
0014976,47,09,000480,1,43
0015064,47,13,017000,2,46
0015064,47,14,035000,1,48
0015064,47,02,,2,10
0015165,12,13,037500,1,38
0015165,12,13,000000,2,32
0015165,12,00,,1,01
0015298,47,14,045700,1,34
0015298,47,14,009000,2,34
0015298,47,00,,1,01
0015298,47,00,,2,01
0015384,47,12,002500,2,52
0015384,47,10,032000,1,55
0015394,47,09,015000,2,47
0015394,47,06,000440,1,17
0015394,47,04,,1,14
0015395,47,11,038700,1,38
0015395,47,09,018900,2,42
0015395,47,03,,2,11
0015395,47,02,,2,08
0015405,47,14,000000,1,69
0015405,47,09,000000,2,63
0015443,47,09,026000,1,31
0015443,47,15,026000,2,34
0015443,47,02,,2,10
0015443,47,02,,2,05
0015445,47,11,000000,2,33
0015480,47,10,040000,1,50
0015480,47,11,000000,2,46
0015480,47,07,000000,1,18
0015480,47,04,,2,14
0015687,37,08,035000,2,47
0015687,37,08,000000,1,60
0015687,37,01,,2,11
0016090,01,09,036000,1,24
0016090,01,10,015500,2,25
0016090,01,00,,1,00
0016115,47,12,002000,2,52
0016190,47,09,018200,1,26
0016190,47,09,015500,2,23
0016233,47,09,020000,1,28
0016233,47,09,018600,2,27
0016233,47,02,,1,08
0016233,47,01,,2,03
0016248,47,11,035000,2,47
0016248,47,11,025600,1,47
0016461,47,06,000000,2,78
0016461,47,05,010200,1,50
0016473,47,09,000000,2,84
0016535,47,13,071000,2,49
0016535,47,14,017200,1,55
0016542,47,09,031900,2,47
0016542,47,09,012200,1,22
0016542,47,06,003400,1,17
0016559,47,13,016600,2,27
0016631,47,11,000000,1,40
0016631,47,09,000000,2,36
0016631,47,04,,2,14
0016631,47,03,,2,12
0016679,47,09,003000,1,19
0016794,47,09,043000,1,27
0016794,47,01,,1,03
0016794,47,00,,1,00
0016794,47,07,021000,2,20
0016795,47,09,034100,1,46
0016795,47,09,039900,2,46
0016939,47,07,022800,1,60
0016939,47,07,004000,2,56
0016939,47,09,026000,2,52
0017009,47,15,021400,1,47
0017010,47,05,000000,2,78
0017022,47,10,020000,1,55
0017022,66,10,000000,2,53
0017063,47,13,050000,1,39
0017063,47,14,000000,2,37
0017063,47,02,,2,05
0017063,47,01,,1,04
0017091,47,16,017500,1,72
0017091,47,09,000000,2,69
0017161,47,09,013200,1,28
0017161,47,09,045000,1,21
0017169,47,10,035000,1,29
0017169,47,10,015000,2,34
0017169,47,05,000000,2,16
0017169,47,04,,1,14
0017169,47,02,,2,11
0017169,47,01,,1,05
0017220,47,10,003200,1,61
0017220,47,11,000000,2,61
0017229,47,15,120000,1,46
0017229,47,13,000000,2,44
0017229,47,04,,1,14
0017229,47,02,,2,10
0017229,47,02,,1,07
0017290,47,09,000000,1,38
0017290,47,09,006000,2,47
0017375,47,14,052000,1,37
0017375,47,13,005000,2,37
0017375,47,02,,2,08
0017375,47,02,,2,08
0017625,47,09,028000,1,31
0017625,47,12,000000,2,28
0017625,47,03,,1,11
0017625,47,02,,2,07
0017792,47,10,047500,2,61
0017825,47,12,035000,1,51
0017825,47,12,036000,2,48
0017825,47,13,011000,2,22
0017944,47,05,001500,1,17
0017951,47,09,027000,2,55
0017951,47,10,050000,1,52
0017951,47,09,003100,1,67
0018125,47,13,033000,1,32
0018125,47,13,020000,2,23
0018132,47,13,000000,1,78
0018132,47,12,000000,2,72
0018223,47,14,075000,1,33
0018223,20,16,020000,2,33
0018223,62,02,,2,06
0018223,62,00,,2,02
0018288,47,13,051000,2,36
0018288,48,12,050000,2,35
0018398,47,13,080000,1,41
0018398,47,14,080000,2,40
0018398,47,02,,2,04
0018398,47,03,,1,11
0018398,47,02,,1,09
0018464,47,09,000000,2,71
0018644,32,11,000000,2,49
0018644,32,10,020000,1,27
0018644,32,12,010000,1,53
0018757,32,09,020000,1,47
0018757,47,10,019000,2,49
0018772,47,11,017300,1,55
0018848,47,15,051000,1,52
0019021,47,13,000000,1,69
0019021,47,11,032000,2,53
0019030,47,11,018000,1,51
0019030,47,10,006000,2,48
0019030,47,09,006900,2,18
0019030,47,02,,1,11
0019236,47,10,001300,2,18
0019324,47,06,000000,2,93
0019400,48,01,018000,1,38
0019400,48,10,015000,2,47
0019400,48,02,,2,04
0019400,48,00,,2,02
0019400,48,00,,1,00
0019554,47,09,024000,2,39
0019554,47,07,000170,1,18
0019700,47,15,000000,1,57
0019700,47,11,000000,2,56
0019700,47,13,018000,1,29
0019700,47,13,000000,1,27
0019700,47,13,001000,2,27
0019748,47,04,000000,2,67
0020032,47,09,036300,1,52
0020032,47,14,030300,2,43
0020071,47,12,078000,1,53
0020071,47,12,012000,2,53
0020114,47,11,047100,1,51
0020114,47,11,000000,2,51
0020115,47,07,005000,2,19
0020115,47,09,007000,2,19
0020120,47,09,040000,1,43
0020121,47,01,000000,1,49
0020121,47,01,013000,2,52
0020121,47,01,000000,2,35
0020121,47,03,000000,1,27
0020121,47,09,015600,2,23
0020121,47,06,000000,1,17
0020121,47,01,000000,2,24
0020121,47,01,,1,14
0020121,47,02,,2,10
0020121,47,00,,1,01
0020121,47,03,000000,2,35
0020161,47,11,032000,1,29
0020161,47,11,000000,2,37
0020161,47,07,000000,2,17
0020161,47,00,,2,00
0020175,47,13,040400,1,38
0020175,47,13,000000,2,31
0020175,47,01,,2,06
0020175,47,01,,2,03
0020175,47,00,,2,00
0020307,47,11,032000,1,57
0020307,47,09,032000,2,52
0020367,47,06,000000,1,87
0020367,47,07,000000,2,75
0020530,01,02,009000,1,24
0020530,01,02,000000,2,26
0020530,01,01,,1,04
0020530,01,00,,2,00
0020530,01,00,,2,00
0020530,01,05,000000,1,30
0020555,47,04,000000,1,76
0020602,47,09,038000,1,34
0020602,47,09,006000,2,31
0020602,47,01,,2,06
0020602,47,01,,1,03
0020746,47,09,000000,2,75
0020746,47,09,000000,2,67
0020933,47,10,001700,2,19
0020961,47,10,025000,2,38
0020961,68,03,,1,13
0020961,47,10,006000,1,40
0020974,47,09,000000,1,37
0020974,47,11,000000,2,35
0020974,47,05,000000,1,15
0020974,47,02,,2,08
0021054,47,12,045000,1,47
0021054,47,11,015400,2,36
0021070,47,15,000000,2,73
0021107,47,09,000000,1,64
0021107,47,09,000000,2,49
0021123,47,10,048500,1,48
0021123,47,10,003500,2,47
0021123,47,07,003500,1,18
0021123,47,04,000000,2,15
0021123,47,02,,1,09
0021124,47,09,030000,1,31
0021124,47,02,,1,09
0021124,47,02,,2,07
0021124,47,09,007000,2,30
0021161,47,15,025000,1,26
0021161,47,15,019000,2,26
0021187,47,13,140000,1,39
0021187,47,13,000000,2,39
0021187,47,03,,2,11
0021187,47,02,,1,08
0021253,47,13,309000,1,50
0021253,47,14,036500,2,50
0021273,47,09,000000,2,63
0021321,47,09,030000,1,65
0021418,47,05,000000,1,65
0021444,32,10,013100,2,35
0021444,32,11,006200,1,37
0021444,32,04,000800,1,17
0021444,32,04,000000,2,15
0021444,32,04,,2,13
0021530,47,14,000000,1,72
0021530,47,08,000000,2,65
0021585,47,11,032000,1,36
0021585,47,13,015000,2,40
0021585,47,03,,1,13
0021594,47,11,000000,1,78
0021594,47,09,000000,2,74
0021757,47,12,000000,2,36
0021757,47,11,028000,1,47
0021791,47,08,000000,1,33
0021840,47,11,000000,2,77
0021840,47,15,000000,2,83
0021851,47,11,033000,1,43
0021851,47,10,011000,2,41
0021851,47,02,,2,09
0021867,47,09,000000,1,74
0021867,47,06,000000,2,68
0022015,47,11,000780,2,40
0022015,47,07,002000,1,18
0022015,47,04,000000,2,15
0022015,47,00,,1,02
0022103,47,16,051000,1,56
0022103,47,14,017400,2,55
0022296,47,09,025000,1,27
0022296,47,02,,1,06
0022296,47,01,,2,03
0022296,47,09,015000,2,21
0022315,47,04,000000,1,69
0022315,47,10,000000,2,62
0022315,47,07,000000,2,31
0022315,47,01,,2,07
0022315,47,01,,2,05
0022315,47,11,013100,1,31
0022420,47,13,115000,1,32
0022420,47,13,087000,2,31
0022420,47,00,,2,01
0022590,47,13,057000,1,58
0022590,47,13,007200,2,58
0022590,47,11,025000,2,27
0022766,47,09,000000,2,37
0022766,47,09,018000,1,28
0022766,47,07,000000,1,17
0022766,47,01,,2,03
0022846,47,13,000000,1,54
0022935,47,08,000000,1,66
0022935,47,09,015800,2,53
0022935,47,09,003600,2,40
0022938,47,11,020000,1,40
0022938,47,11,025000,2,41
0023146,01,13,045000,1,39
0023146,01,12,027000,2,42
0023146,01,05,002100,1,16
0023146,01,02,,1,09
0023146,01,02,,1,08
0023146,01,02,,2,07
0023146,01,01,,2,05
0023227,47,09,000000,2,46
0023227,47,13,000000,1,51
0023577,47,11,007500,1,21
0023577,47,11,003500,1,21
0023577,47,11,000300,1,20
0023691,47,07,055000,1,62
0023691,47,11,027000,2,57
0023712,47,11,000000,1,58
0023712,47,11,000620,2,54
0023712,32,02,,1,10
0023728,47,13,000000,2,69
0023735,47,09,042000,1,43
0023735,47,08,044000,2,48
0023735,47,03,,1,12
0023822,47,09,040000,1,52
0023822,47,04,008600,2,24
0023822,47,09,010000,1,27
0024007,47,15,309000,1,60
0024007,47,14,000000,2,58
0024007,47,13,027100,1,55
0024090,47,07,000610,2,18
0024090,47,07,017100,2,20
0024101,47,13,018500,1,71
0024295,47,13,002900,2,47
0024295,15,03,,2,14
0024313,20,04,021000,1,40
0024313,20,09,000000,2,42
0024313,20,01,,2,05
0024313,20,01,,1,03
0024313,20,00,,1,00
0024313,20,01,000000,2,72
0024328,47,13,000000,1,64
0024328,47,09,000000,2,62
0024346,47,10,032000,1,43
0024380,47,14,033000,1,64
0024380,47,14,038000,2,61
0024500,47,05,000000,2,75
0024633,47,13,050000,1,56
0024633,47,13,021000,2,54
0024783,47,10,045800,1,29
0024783,47,13,024900,2,34
0024783,47,02,,1,09
0024783,47,01,,2,03
0024805,47,13,032200,1,31
0024805,47,09,003000,2,29
0024805,47,01,,2,04
0024805,47,00,,2,01
0024825,47,13,025400,1,47
0024825,47,13,045300,2,46
0024825,47,06,000000,1,16
0025009,47,09,000000,1,67
0025023,47,03,030000,1,31
0025023,47,03,000000,2,26
0025023,47,01,,1,03
0025023,47,00,,2,00
0025023,47,09,048000,1,34
0025023,47,01,016000,1,20
0025023,47,05,000000,1,17
0025023,47,03,000000,1,27
0025146,47,10,043000,1,28
0025146,47,09,021000,2,25
0025160,47,01,,1,03
0025185,47,09,043000,1,39
0025185,47,09,016000,2,42
0025185,47,06,005100,1,17
0025185,47,04,,2,14
0025225,47,09,000000,2,47
0025225,47,04,000000,1,15
0025225,47,04,,2,14
0025225,47,03,,1,12
0025225,47,04,,2,11
0025225,47,02,,1,09
0025225,47,11,000000,1,56
0025278,47,09,054000,1,48
0025278,47,04,000000,1,15
0025405,47,13,039000,1,53
0025416,47,10,002300,2,19
0025465,47,09,000000,2,78
0025554,28,14,100000,1,29
0025601,47,10,000000,1,89
0025601,47,11,000000,2,81
0025711,47,09,000000,2,84
0025751,47,10,012500,1,29
0025814,47,06,027000,1,42
0025814,47,07,012000,2,41
0025814,47,09,000000,2,22
0025814,47,05,000000,1,20
0025814,47,09,000000,2,18
0025959,47,09,050000,1,42
0025959,47,10,019000,2,37
0025959,47,01,,2,10
0025984,47,13,000000,1,68
0025984,47,11,001500,2,62
0026144,47,09,009400,1,57
0026144,47,13,048200,2,41
0026144,47,02,,2,09
0026144,47,02,,2,07
0026176,28,13,056000,1,27
0026183,47,12,016700,1,52
0026291,47,14,040000,1,48
0026291,47,09,000000,2,33
0026291,47,01,,2,03
0026291,47,00,,1,02
0026324,47,10,018000,1,31
0026483,47,12,000000,1,33
0026500,66,09,000000,1,52
0026622,47,13,011000,1,59
0026622,47,08,000000,2,50
0026797,47,04,000000,1,69
0026797,66,09,000000,2,55
0026826,47,09,038000,1,40
0026826,47,11,034000,2,41
0026826,47,01,,1,03
0026829,47,09,009900,1,74
0026829,47,09,000000,2,67
0026829,47,09,009300,1,42
0026829,47,11,023900,2,41
0026898,47,05,000000,2,93
0026916,47,10,054000,1,50
0026916,47,09,020100,2,40
0026954,66,13,015000,1,52
0026954,32,09,040500,2,52
0026954,66,07,011200,2,18
0026954,66,05,000000,1,15
0027069,47,14,000000,1,66
0027069,47,13,000000,2,55
0027181,47,09,050000,1,43
0027181,47,12,013700,2,44
0027204,47,15,000000,1,31
0027204,47,15,000000,2,32
0027213,47,10,027000,1,35
0027213,47,10,040000,2,36
0027213,47,03,,2,13
0027213,47,02,,1,10
0027213,47,00,,2,00
0027265,47,12,031000,1,44
0027265,47,12,022000,2,50
0027284,47,09,052000,1,53
0027284,47,09,000000,2,56
0027367,47,11,000000,1,79
0027458,47,09,026000,1,44
0027458,47,09,010100,2,42
0027458,47,07,005600,1,17
0027458,47,04,,1,14
0027509,47,10,039700,1,44
0027509,47,10,031400,2,42
0027509,47,10,017800,2,26
0027528,47,09,000000,2,66
0027615,47,09,053000,1,25
0027689,37,13,039200,1,27
0027689,37,03,,2,13
0027689,37,02,,2,11
0027715,47,11,000000,2,87
0027822,47,13,000000,1,47
0027822,47,13,042000,2,46
0027822,47,07,001400,2,17
0027849,47,11,036000,1,44
