serial_no,race,education,income,gender,age
0011068,47,13,030000,1,48
0011224,47,13,029300,1,42
0011224,47,11,023200,2,46
0011311,47,12,000000,1,42
0011779,37,13,000000,1,37
0011936,47,13,050000,1,43
0011936,47,13,060000,2,43
0011936,47,11,000000,1,21
0011936,47,09,000000,2,18
0012200,47,08,000000,2,62
0012218,47,13,000000,2,32
0012218,47,09,000000,1,43
0012218,47,04,,1,14
0012276,47,12,000000,1,45
0012276,47,09,012500,2,47
0013374,47,13,046600,1,41
0013374,47,10,047900,2,42
0013374,47,10,009000,2,20
0013426,47,12,023000,2,30
0013426,47,09,016000,1,34
0013426,47,02,,1,09
0013426,47,01,,1,05
0013441,47,09,017000,2,48
0013441,47,08,000000,1,27
0013441,47,10,000000,2,20
0013441,47,09,008000,2,30
0013448,47,14,000000,1,81
0013448,47,14,000000,2,68
0013577,47,10,035000,1,29
0013577,47,09,000000,2,33
0013577,47,01,,1,05
0013685,37,13,020000,1,53
0013778,47,13,040000,2,26
0013778,47,11,018000,1,34
0014202,47,04,000000,1,86
0014202,47,03,000000,2,77
0014719,47,04,000000,1,68
0014719,47,04,000000,2,64
0014976,47,14,010000,1,61
0015384,47,09,000000,1,71
0015394,47,04,007500,1,64
0015394,47,10,025000,2,62
0015405,47,03,000000,1,68
0015405,47,03,000000,2,69
0015445,32,01,000000,2,70
0015445,32,02,000000,2,32
0015480,47,11,015000,2,24
0016090,47,09,000000,1,44
0016090,47,11,006300,2,43
0016090,47,09,001400,2,20
0016115,47,08,022000,1,29
0016115,47,10,003000,2,30
0016115,47,01,,2,06
0016190,01,02,009000,1,42
0016190,01,04,006500,2,32
0016190,01,04,,1,12
0016190,01,02,,2,09
0016190,01,01,,1,04
0016559,47,09,000000,1,65
0016559,47,13,000000,2,61
0016794,47,11,072000,1,45
0016794,47,02,,2,09
0016795,47,04,021000,1,49
0016795,47,05,000000,2,48
0016795,47,09,021000,2,29
0016795,01,09,014000,1,23
0016795,01,00,,2,00
0016795,47,02,,2,09
0016795,47,02,,2,05
0016935,47,12,032000,1,55
0016935,47,12,039100,2,52
0016935,47,09,004000,1,21
0016935,47,04,000000,1,15
0017010,32,11,030000,1,62
0017022,47,14,000000,1,70
0017022,47,13,000000,2,71
0017063,71,11,015000,1,58
0017063,71,06,009000,2,49
0017063,71,09,015000,2,32
0017063,71,11,011000,2,26
0017063,71,01,,1,03
0017063,71,01,000000,2,82
0017290,47,09,000000,1,67
0017616,47,13,000000,2,42
0017825,47,09,000000,1,47
0018132,47,13,030000,2,33
0018223,48,14,000000,1,69
0018223,48,13,000000,2,71
0018644,47,16,018000,1,42
0018644,47,16,100000,2,39
0018655,47,08,012000,1,23
0018655,47,09,017000,2,22
0018655,47,00,,1,00
0018757,47,11,000000,2,83
0018757,47,10,000000,2,92
0018757,47,13,000000,2,55
0018772,47,09,031000,1,36
0018783,47,06,000000,2,92
0018848,01,07,021500,1,43
0018848,01,11,031900,2,38
0018848,01,06,000000,1,16
0018848,01,03,,2,12
0019021,47,14,000000,2,57
0019700,47,13,070000,1,42
0019700,47,12,010000,2,37
0019700,47,03,,2,12
0019700,47,09,000000,2,68
0020032,32,10,042000,2,71
0020032,32,11,000000,2,31
0020032,32,02,,2,11
0020032,32,02,,2,08
0020071,47,09,000000,1,21
0020114,47,04,029000,1,55
0020114,01,04,000000,2,55
0020114,01,09,001200,1,19
0020161,47,11,000000,2,45
0020161,47,09,001800,2,18
0020161,47,03,,2,13
0020161,47,11,000000,1,47
0020602,01,12,000000,1,35
0020746,47,09,025500,1,46
0020961,47,09,000000,2,27
0020961,47,01,,1,05
0020961,47,00,,2,02
0020974,47,09,041000,1,67
0020974,47,07,000000,2,67
0021070,32,12,015000,1,35
0021107,32,07,004300,2,44
0021107,32,08,000000,1,19
0021107,32,06,000000,1,16
0021107,32,02,,1,09
0021123,47,11,016000,2,23
0021123,01,14,004200,1,27
0021123,47,09,008000,1,24
0021273,01,03,006700,1,39
0021273,01,08,000000,2,40
0021273,01,06,000000,1,15
0021273,01,04,,1,14
0021273,01,02,,2,08
0021273,01,00,,1,01
0021321,47,06,000000,1,38
0021594,32,09,055000,1,61
0021594,32,11,000000,2,58
0021851,01,02,015000,1,32
0021851,01,04,010000,1,17
0021851,01,08,000000,2,15
0021851,01,02,000000,2,52
0022103,47,14,000000,1,70
0022103,47,06,000000,2,69
0022296,47,14,009000,1,52
0022766,47,01,000000,1,73
0022766,47,01,000000,2,74
0022935,47,13,021400,2,33
0022935,47,11,000000,2,25
0023227,47,09,034000,1,35
0023227,47,09,000000,2,47
0023227,47,06,000000,1,17
0023227,47,03,,2,13
0023227,47,02,,1,10
0023691,01,09,027000,1,52
0023691,01,11,026000,2,50
0023691,01,06,000000,2,15
0023691,01,04,,1,12
0023712,47,03,000000,1,83
0023728,47,11,000000,2,77
0023735,47,10,000000,2,73
0023735,47,02,,1,11
0024247,47,07,000000,2,28
0024247,47,09,016700,1,27
0024247,47,01,,1,06
0024247,47,01,,1,03
0024247,47,00,,2,02
0024295,47,14,024100,1,61
0024295,47,14,004900,2,55
0024368,47,07,002000,2,64
0024368,47,14,011000,1,76
0024380,32,11,035000,1,36
0024380,32,11,017000,2,36
0024380,32,04,,2,13
0024380,32,02,,2,10
0025009,47,10,033500,1,30
0025009,37,07,010000,2,27
0025146,01,09,023000,1,41
0025146,01,09,000000,2,40
0025146,01,07,000000,1,19
0025146,01,02,,2,05
0025146,01,01,000000,2,79
0025185,47,16,088000,1,52
0025185,47,14,012200,2,47
0025185,47,13,005000,1,23
0025225,32,07,020100,1,37
0025225,32,05,000000,2,39
0025225,32,05,000000,1,15
0025225,32,02,,2,09
0025225,32,02,,2,09
0025225,32,02,,1,08
0025278,47,09,030000,1,25
0025405,47,04,000000,1,60
0025405,47,09,000000,2,56
0025465,47,11,000000,1,69
0025465,47,10,000000,2,69
0025465,47,13,000000,1,44
0025814,47,16,000000,2,60
0026183,47,09,000000,1,24
0026324,01,09,000700,2,39
0026324,01,09,000000,1,39
0026324,01,06,000000,1,16
0026324,01,02,,2,07
0026500,47,06,000000,2,36
0026622,47,12,027500,1,36
0026622,47,09,004700,2,34
0026622,47,04,,2,14
0026622,47,03,,2,13
0026622,47,02,,2,07
0026719,47,09,000000,1,80
0026777,47,09,025000,1,37
0026777,47,11,026000,2,44
0026826,47,13,046000,1,37
0026826,47,11,000000,2,33
0026826,47,04,,2,12
0026826,47,01,,1,07
0027069,32,05,000000,2,31
0027069,32,06,000000,1,37
0027069,32,03,,1,11
0027069,32,02,,1,06
0027265,01,09,032000,2,35
0027265,01,04,000000,2,15
0027265,01,02,,2,07
0027367,01,09,030000,1,25
0027367,01,09,000000,2,24
0027367,01,01,,2,04
0027367,01,00,,1,02
0027367,01,00,,1,00
0027458,01,09,018000,1,38
0027528,47,04,000000,1,57
0027528,47,06,001300,2,57
0027528,47,11,015000,1,23
0027851,47,12,000000,1,75
0027949,47,12,017000,2,31
0027949,47,02,,2,08
0028321,47,11,000000,2,26
0028321,47,09,025000,1,28
0028321,47,00,,1,01
0028509,47,10,018000,1,30
0028509,47,09,000000,2,32
0028509,47,03,,2,12
0028509,47,02,,2,08
0028509,47,02,,1,05
0029069,47,10,008700,2,25
0029069,47,00,,1,02
0029077,47,09,000000,1,71
0029077,47,09,000000,2,64
0029219,47,10,000000,2,37
0029219,01,02,,1,10
0029219,01,01,,2,05
0029219,01,02,,1,09
0029219,01,03,000380,1,51
0029226,47,09,020000,1,33
0029226,47,09,010000,2,42
0029226,47,07,000000,1,17
0029226,47,03,,1,11
0029226,47,01,,1,05
0029243,01,09,015100,1,34
0029243,01,09,018900,1,31
0029299,47,03,000000,2,67
0029299,47,05,030000,1,33
0029366,47,13,060000,1,44
0029366,47,09,000000,2,47
0029366,11,03,,1,11
0029366,47,11,001000,2,67
0029504,32,11,018000,2,41
0029504,36,09,000000,2,19
0029732,47,10,000000,2,35
0029732,47,02,,2,08
0029934,47,09,000000,1,64
0029934,47,09,000000,2,60
0030106,47,03,000000,2,79
0030106,01,04,000000,1,61
0030106,37,01,000000,2,50
0030138,01,09,019000,2,49
0030138,01,09,018000,1,50
0030138,01,12,010000,1,25
0030138,01,09,006800,1,23
0030138,01,11,000000,1,19
0030166,47,13,000000,1,69
0030241,47,10,002600,2,36
0030241,47,02,,1,10
0030241,47,02,,1,08
0030241,01,00,,2,02
0030241,32,09,004600,1,28
0030241,32,02,,2,05
0030290,01,09,028500,1,30
0030290,01,03,000000,2,28
0030290,01,02,,2,10
0030290,01,02,,2,07
0030290,01,00,,2,01
0030290,01,04,016000,1,24
0030451,01,04,000000,1,73
0030451,01,04,000000,2,72
0030582,32,07,000000,1,49
0030582,32,09,012000,2,44
0030582,32,05,000000,2,16
0030582,32,02,,1,07
0030582,32,06,000000,1,27
0030582,32,06,015400,2,16
0030610,47,09,018000,1,24
0030610,47,10,006000,2,24
0030610,47,01,,1,05
0030610,47,01,,2,03
0031150,32,01,000000,2,75
0031284,47,11,026400,1,64
0031284,47,11,000000,2,62
0031477,47,14,095000,1,35
0031477,47,13,000000,1,39
0031502,47,13,065000,1,53
0031502,47,14,032000,2,54
0031662,47,10,000000,1,51
0032194,47,13,029000,1,32
0032194,47,12,032000,2,33
0032278,47,09,017000,1,39
0032278,47,09,000000,2,37
0032278,47,04,,2,14
0032278,47,03,,2,12
0032278,47,01,,2,08
0032278,47,00,,2,00
0032348,47,14,004400,1,59
0032348,47,13,000000,2,54
0032348,47,05,000150,1,16
0032366,47,08,015000,1,48
0032366,47,09,033500,2,44
0032366,47,06,000000,1,15
0032366,47,04,,2,13
0032366,47,01,,2,03
0032943,47,04,000000,2,85
0033079,47,09,058000,1,43
0033079,47,09,031300,2,41
0033079,47,07,000000,1,18
0033217,47,09,000000,1,52
0033217,66,09,000000,2,52
0033238,47,11,050000,1,42
0033238,47,12,000000,2,24
0033238,47,02,,1,04
0033238,47,00,,1,01
0033563,47,04,000000,1,74
0033563,47,09,000000,2,70
0033563,47,11,000000,1,48
0033569,32,05,000000,1,59
0033569,32,04,000000,2,68
0033569,32,11,000000,1,37
0033718,47,13,056000,1,62
0033718,47,13,005900,2,52
0033718,47,04,,2,14
0033739,37,08,020000,1,44
0033739,37,06,000000,2,15
0033739,37,04,,1,13
0033739,47,10,010000,2,45
0034315,47,11,021500,1,31
0034315,47,09,000000,2,30
0034315,47,02,,2,07
0034315,47,00,,1,02
0034446,47,09,016000,1,35
0034446,47,09,025500,2,30
0034446,47,01,,1,03
0034446,47,02,,2,10
0034789,47,13,000000,1,57
0034860,47,07,000000,2,64
0034899,47,09,022000,1,52
0034899,47,09,007200,2,58
0034934,01,04,000000,1,71
0034934,01,09,000000,2,58
0035029,47,10,000000,2,92
0035029,47,09,002700,2,58
0035080,32,01,000000,1,62
0035192,47,11,004400,1,72
0035192,47,09,000000,2,76
0035236,47,09,000000,1,44
0035236,47,05,000000,2,16
0035236,47,04,,2,13
0035236,47,00,,1,02
0035315,47,13,005600,1,67
0035315,47,14,000000,2,67
0035361,47,05,000000,1,61
0035790,47,13,000000,2,27
0035790,47,13,000000,1,28
0036271,47,11,070000,1,49
0036271,47,10,053000,2,47
0036271,47,07,000000,2,17
0036424,47,09,012000,1,29
0036424,47,09,030700,1,29
0036465,47,09,020000,1,30
0036465,47,07,007000,2,26
0036465,47,02,,1,05
0036465,47,00,,1,00
0037250,47,08,000000,1,20
0037267,47,14,044800,1,56
0037267,47,13,003000,2,59
0037342,47,09,039300,1,38
0037342,47,05,001200,1,16
0037342,47,04,000000,1,15
0037479,47,11,000000,1,32
0037829,47,09,036000,1,44
0037829,47,09,035000,2,42
0038150,01,11,000000,1,86
0038163,47,13,081000,1,64
0038163,47,09,000000,2,64
0038180,01,09,000000,2,37
0038180,01,02,,2,04
0038180,01,03,012000,1,25
0038213,47,12,054000,2,60
0038288,47,13,007200,1,55
0038528,47,09,012000,1,47
0038528,47,09,008000,1,20
0038528,47,04,000000,2,16
0038567,32,12,013000,2,28
0038567,32,00,,2,02
0038585,47,09,000000,1,22
0038729,47,03,000000,1,85
0038729,47,09,000000,2,79
0038833,47,10,003000,1,64
0038896,47,13,000000,2,83
0039048,47,11,052000,1,38
0039048,47,12,028000,2,38
0039048,47,03,,2,11
0039205,47,09,000000,1,68
0039205,47,09,000000,2,60
0039221,47,13,030000,1,50
0039221,47,13,044000,2,51
0039221,47,05,000000,2,15
0039543,32,11,047500,1,36
0039543,32,09,011700,2,34
0039543,32,04,,2,12
0039543,32,03,,1,11
0039543,32,02,,2,09
0039543,32,02,,2,07
0039543,32,01,,2,05
0039543,32,00,,1,01
0039896,32,09,000000,1,62
0039896,32,06,000000,2,55
0039935,47,10,006500,2,23
0039935,47,02,,2,08
0039935,47,02,,2,05
0040031,47,11,025000,2,40
0040031,47,11,057000,1,47
0040213,47,08,020000,1,40
0040213,47,08,000000,2,38
0040213,47,07,000000,1,19
0040213,47,08,000000,1,18
0040213,47,06,000000,2,57
0040421,47,10,020000,1,53
0040421,47,09,017000,2,35
0040421,47,04,,2,12
0040480,47,13,120000,1,55
0040480,47,13,098000,2,52
0040732,47,10,008000,2,30
0040732,47,02,,1,09
0040732,48,01,,2,04
0040732,47,11,001600,1,31
0040818,47,14,090000,1,43
0040818,47,12,005000,2,48
0040818,47,03,,2,12
0040896,47,10,022200,1,35
0040896,47,11,010300,2,38
0040896,47,04,,1,13
0040896,47,03,,1,12
0040896,47,02,,1,08
0040912,47,08,016100,1,70
0040912,47,09,000000,2,73
0040912,47,09,000000,2,40
0041130,47,09,000000,1,67
0041130,47,12,000000,2,67
0041167,47,13,070000,1,32
0041167,47,12,000000,2,30
0041167,47,02,,1,06
0041167,47,01,,1,04
0041167,47,00,,2,02
0041258,37,07,000000,1,75
0041258,37,07,012000,2,44
0041462,47,16,042900,1,56
0041462,47,13,039600,2,51
0041462,47,05,000000,1,16
0041462,47,03,,2,13
0041462,47,02,,2,10
0041727,01,10,040000,1,42
0041727,01,12,030000,2,39
0041727,01,07,000000,2,16
0041727,01,04,,1,14
0041999,47,09,035000,1,31
0041999,47,09,020000,2,30
0041999,47,02,,2,11
0041999,47,02,,2,08
0042150,47,13,078000,1,46
0042150,47,10,002000,2,39
0042150,47,02,,1,06
0042150,47,09,002000,2,21
0042214,47,09,080000,1,42
0042214,47,10,000000,2,40
0042214,47,06,000000,1,17
0042214,47,01,,1,10
0042406,47,11,019400,2,46
0042406,47,00,,2,01
0042734,47,02,000000,2,92
0042842,37,08,003200,2,17
0042911,47,07,000400,2,17
0043241,47,11,027000,1,40
0043241,47,13,025000,2,42
0043327,47,13,044400,2,40
0043327,47,11,004000,1,23
0043327,47,11,005500,1,21
0043327,70,13,054000,2,50
0043513,47,06,000000,1,65
0043513,47,03,002000,2,63
0043702,47,09,010200,2,27
0043702,47,09,005000,1,30
0043702,47,02,,1,09
0043702,47,02,,1,08
0043702,47,01,,1,04
0043720,47,09,050000,1,56
0043720,47,13,012000,2,49
0043783,47,09,021800,1,40
0043783,47,02,,1,09
0043783,47,10,000000,2,42
0043903,47,02,000000,2,68
0043987,47,11,026000,1,65
0043987,47,07,000000,2,68
0043987,47,09,022000,1,24
0043995,47,04,000000,1,74
0043995,47,02,000000,2,78
0044184,47,13,065000,1,51
0044184,47,11,060000,2,49
0044184,47,04,,1,14
0044184,47,03,,2,11
0044343,47,11,000000,1,27
0044354,47,09,000000,2,76
0044371,47,09,038000,1,58
0044371,47,11,042000,2,51
0044371,47,10,024000,2,28
0044371,47,02,,2,09
0044379,66,05,000000,2,82
0044468,47,12,000000,1,64
0044468,47,13,036000,2,36
0045618,47,11,035000,1,34
0045869,47,09,000000,1,70
0045869,47,09,000000,2,75
0046044,47,16,000000,1,58
0046044,47,12,000000,2,50
0046159,32,09,003600,2,46
0046159,32,02,,2,07
0046159,01,06,026000,1,49
0046159,32,06,011000,1,22
0046207,47,10,000000,1,19
0046249,32,09,000000,2,49
0046249,32,04,000000,1,19
0046249,32,04,,2,14
0046643,01,11,006000,2,56
0046643,01,09,004000,1,34
0046721,47,13,042000,2,44
0046721,47,11,042000,1,53
0046755,47,06,000000,1,66
0046755,47,09,000000,2,67
0046755,47,01,000000,1,35
0046813,01,10,025300,1,34
0046813,01,12,012900,2,31
0046813,01,03,,1,12
0046813,01,02,,1,09
0046903,47,01,000000,2,88
0046903,47,10,004000,2,46
0046970,47,11,000000,1,45
0046970,47,11,000000,2,46
0046970,47,03,,2,11
0046990,47,09,000380,2,78
0047006,47,09,025000,1,43
0047139,01,09,000000,2,76
0047139,01,10,000000,1,47
0047212,47,05,000000,1,37
0047212,47,09,029000,2,43
0047342,32,01,000000,1,66
0047342,32,01,014900,2,61
0047342,32,05,000000,2,27
0047342,32,01,,1,07
0047342,32,02,,2,06
0047342,32,00,,1,02
0047602,47,11,000000,1,77
0047602,47,14,000000,2,72
0047651,47,10,000000,1,67
0047651,47,10,000000,2,76
0048367,47,15,000000,1,66
0048367,47,13,009700,2,56
0048712,01,13,045000,2,40
0048865,66,13,030000,2,35
0048865,47,14,000000,2,34
0048865,47,13,000000,2,34
0048865,70,09,034200,2,29
0048926,32,09,028000,1,38
0048926,32,11,000000,2,37
0048926,32,11,020000,1,17
0048926,32,04,,1,14
0048926,32,02,,1,06
0048991,47,09,003000,2,23
0048991,47,02,,1,08
0048991,47,01,,2,03
0048991,47,00,,1,00
0049024,01,03,012000,1,30
0049024,01,02,000000,1,62
0049024,01,02,000000,2,61
0049045,47,09,025000,1,35
0049045,47,14,031000,2,29
0049437,47,09,000000,1,70
0049510,47,10,010000,1,25
0049510,47,10,036500,1,23
0050016,47,13,000000,2,31
0050035,47,11,000000,2,68
0050035,47,14,032000,2,51
0050155,47,11,029000,1,29
0050155,47,13,010900,2,29
0050155,47,01,,2,05
0050251,47,11,007500,2,44
0050251,47,10,020000,1,48
0050251,47,09,013900,1,23
0050251,47,06,000650,1,16
0050342,47,14,037100,1,57
0050342,47,13,029800,2,55
0050346,47,11,000000,2,74
0050479,47,09,000000,1,53
0050479,47,09,030000,2,53
0050602,47,09,000000,2,66
0050602,47,09,007800,2,43
0051196,47,11,002000,2,33
0051196,47,02,,1,07
0051196,47,01,,1,05
0051349,01,05,008900,2,62
0051349,01,11,021000,2,34
0051349,01,03,,2,12
0051439,47,07,007000,2,59
0051439,47,09,012500,2,19
0051439,47,00,,1,01
0051471,47,05,000000,2,64
0051491,32,09,100000,1,59
0051491,32,09,000000,2,59
0051513,48,04,014000,1,53
0051560,32,13,043000,2,49
0051560,46,06,000700,2,16
0051638,32,11,041000,1,52
0051748,01,13,008900,1,43
0051748,01,06,000000,2,15
0051748,01,13,033000,2,43
0051750,32,09,000000,1,29
0051750,32,09,000000,2,27
0051750,32,02,,1,08
0051750,32,02,,2,06
0051828,47,13,107000,1,56
0051828,47,11,000000,2,53
0051828,47,04,,1,14
0051833,01,09,006600,2,20
0051833,01,00,,2,01
0051898,47,09,000000,1,64
0052037,47,09,026000,1,33
0052037,47,09,027000,2,31
0052037,47,05,000000,1,15
0052037,47,02,,2,06
0052037,47,00,,1,02
0052611,47,11,000000,1,38
0052611,47,09,000000,2,40
0052611,47,02,,2,07
0052784,47,11,033100,2,37
0052784,47,02,,2,09
0052853,47,11,030000,1,32
0052853,47,13,002000,2,31
0052853,47,01,,2,03
0052853,47,00,,2,01
0052943,47,10,020200,2,48
0052943,47,09,013300,1,29
0053240,47,09,006000,2,59
0053240,47,10,004000,2,23
0053259,01,05,000000,2,60
0053259,01,05,003000,2,21
0053259,01,01,,2,05
0053259,01,01,,2,03
0053259,01,09,016000,1,27
0053301,47,09,000000,1,39
0053343,47,07,000000,1,47
0053468,01,09,027000,1,28
0053468,01,02,,2,10
0053561,32,10,000900,2,19
0053776,47,14,005000,1,69
0053787,32,09,014500,1,25
0053787,47,09,007600,2,22
0053787,32,02,,2,03
0053787,32,00,,1,00
0053978,47,06,000480,1,59
0053978,47,07,000000,2,54
0053978,47,06,003000,2,18
0053978,47,00,,1,00
0053978,47,09,005500,1,19
0054006,01,12,010000,1,43
0054006,01,13,000000,2,46
0054006,01,09,013000,1,21
0054006,01,11,010300,2,19
0054006,01,03,,1,11
0054253,47,04,000000,1,70
0054626,32,02,000000,1,75
0055047,47,06,000000,1,66
0055070,47,09,024000,1,35
0055070,47,00,,1,00
0055070,47,11,000000,2,28
0055253,47,11,002000,1,18
0055262,47,10,012200,2,48
0055262,47,07,000350,2,16
0055539,47,04,000000,1,70
0055539,47,06,000000,2,65
0055545,32,10,024000,1,34
0055612,47,08,000000,1,79
0055612,47,09,000000,2,72
0055839,47,13,032000,1,31
0055839,47,09,000000,2,29
0055839,47,02,,2,09
0055839,47,02,,1,07
0055866,01,08,011000,1,55
0055866,01,08,000000,2,55
0056264,47,16,080000,1,39
0056264,47,10,030000,2,32
0056313,47,06,033000,1,25
0056313,47,11,000740,2,23
0056313,47,02,,2,04
0056357,47,09,023000,1,37
0056357,47,09,009000,2,34
0056357,47,04,,2,14
0056357,47,02,,2,08
0056462,47,11,035000,1,28
0056462,47,11,018000,2,27
0056462,47,02,,1,07
0056462,47,01,,2,03
0056513,47,16,075000,1,47
0056751,47,02,024000,1,58
0056751,47,02,003000,2,52
0056751,47,11,004000,2,21
0056751,47,01,,2,03
0056977,47,11,019000,2,39
0056977,47,04,002000,1,16
0056977,47,02,,2,11
0056977,47,02,,1,08
0057064,47,09,038000,2,52
0057657,47,15,000000,1,68
0057657,47,13,000000,2,62
0057710,47,09,000000,1,66
